combination,r2,adj_r2,q2,mae,rmsd,threshold,model,predictions
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_23-1', '0_bond_length_1-3')",0.6585093330618498,0.5853327615751033,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.21639772 -0.06575938  0.71100696  0.42295016  0.15510053  1.10317904
  0.74047242  0.36492421  0.75029087  0.95152415  0.97755083  0.50963165
  0.15633169  0.27701841  0.21019393  0.91872654  0.88481609  0.83144417]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_23-1', '0_bond_length_3-8')",0.7439926489886992,0.6891339309148491,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.1551644   0.18365239  0.75552603  0.70509815 -0.09792433  1.17804234
  0.64868962  0.4275627   0.56009607  1.05307318  0.81797182  0.74593264
  0.55108267 -0.0221738   0.15142159  1.02700811  0.4029459   0.87263052]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_23-1', 'aniso')",0.5088037772448555,0.40354744379732455,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.36697036 0.30675084 0.49954238 0.79032479 0.1206915  1.11077893
 0.59826191 0.58121207 0.38397466 1.07118731 0.7469668  0.88549907
 0.26301124 0.10306558 0.13785566 0.71056312 0.7255057  0.71363807]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_23-1', 'iso')",0.4803870429398073,0.3690414092840516,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.39550188 0.20202106 0.47204647 0.68851818 0.23283365 1.08263318
 0.63269254 0.61567037 0.46242723 1.06489882 0.80054362 0.81308174
 0.16766722 0.14363206 0.15143583 0.66928343 0.8153416  0.70557113]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_23-1', 'energy')",0.4855103591647597,0.37526257898577964,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.28933657 0.19521642 0.37302466 0.68660256 0.24267228 1.12250206
 0.72216804 0.55340332 0.56169    1.02053381 0.8502582  0.71711495
 0.18885545 0.23271746 0.13189918 0.75940353 0.81497433 0.65342719]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'loc_B5_23-1')",0.4963329874972604,0.38840434196095897,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.35583677 -0.05317155  0.48928068  0.74276438  0.2701409   1.04966898
  0.66804826  0.59560108  0.53774906  1.02158519  0.7830095   0.79276906
  0.14735466  0.28944272  0.19422715  0.68474088  0.81873823  0.72801404]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'B1_B5_angle_23-1')",0.47659813741074164,0.3644405954273291,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.35939012 0.08141612 0.46371395 0.75046349 0.29573387 1.05975645
 0.69580623 0.60888206 0.55599588 1.04475006 0.81261612 0.79635689
 0.07301324 0.26710821 0.18254924 0.65165234 0.76743287 0.64916286]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'B1_3-1')",0.47030441226121866,0.35679821488862273,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.33253949 0.15685483 0.4551341  0.79520196 0.25356884 1.05562624
 0.67024833 0.58842848 0.52362638 1.03018748 0.78381833 0.77514475
 0.0657485  0.26713521 0.17855082 0.7201933  0.76561942 0.69817356]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'B5_3-1')",0.4984918403032601,0.3910258060825301,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.19744045  0.25596752  0.5132331   0.78932741  0.20286313  1.03430846
  0.74197634  0.47702067  0.67825417  1.00728316  0.74451671  0.79757945
 -0.03270602  0.32028367  0.21553451  0.68758226  0.84033169  0.64500333]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'L_3-1')",0.49391767095878947,0.38547145759281576,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37679464 0.22994296 0.5118144  0.61301206 0.12207732 1.02747112
 0.61175505 0.64327578 0.45732468 1.10697554 0.73731069 0.8342751
 0.05485516 0.25269795 0.21439735 0.78113168 0.7780203  0.76266821]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'loc_B5_3-1')",0.4812081338305214,0.370038448222776,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.38127743 0.20049301 0.49894231 0.72662987 0.12670126 1.04012997
 0.65115741 0.65603477 0.48846172 1.01961718 0.7569344  0.75987727
 0.02488415 0.27036692 0.21169431 0.72115964 0.82232853 0.75910984]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'B1_B5_angle_3-1')",0.5165452933740928,0.4129478562399699,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37303107 0.02874778 0.48415842 0.87262163 0.02070147 1.03988406
 0.64383844 0.66323114 0.49476439 1.0199305  0.72145382 0.82485374
 0.15393263 0.38167155 0.22320572 0.69864563 0.71466192 0.7564661 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', '0_dihedral_[23, 1, 3, 8]')",0.5691996905422858,0.47688533851563275,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.232008   0.12403685 0.48469411 0.76558381 0.16442228 1.0924439
 0.69676137 0.55153919 0.47747855 1.05921547 0.79446407 0.7510463
 0.35228318 0.12586112 0.1287827  0.96885345 0.48510321 0.86122241]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', '0_angle_[23, 1, 3]')",0.608511475928589,0.5246210779132867,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30658932 -0.24958372  0.56413839  0.7287276   0.16237737  1.08849579
  0.6519888   0.53733293  0.53791058  1.02296635  0.76979093  0.82142655
  0.43235134  0.19661205  0.2109628   0.85739137  0.6495684   0.82675315]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', '0_dihedral_[23, 1, 2, 3]')",0.7136469356041961,0.6522855646622381,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.27728351 -0.37334279  0.77869696  0.5933674   0.0536852   1.04441369
  0.7027297   0.48451616  0.69375255  0.99098738  0.8217174   0.80575414
  0.44185109  0.15741552  0.26739756  0.71951388  0.73410461  0.92195605]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', '0_bond_length_1-2')",0.49099432869616166,0.38192168484533917,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.27983134 0.28374901 0.50097281 0.76360796 0.21302849 1.06847809
 0.62146094 0.57401059 0.47162345 1.03499377 0.72152906 0.79067378
 0.10267527 0.18456066 0.14729214 0.85958781 0.70319851 0.79452631]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', '0_bond_length_1-23')",0.46856238833497577,0.354682900121042,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.34042561 0.19928091 0.45952826 0.76391199 0.2580298  1.06053341
 0.67638351 0.59859881 0.52748753 1.03851863 0.79207986 0.78188234
 0.03959895 0.24906094 0.17914635 0.69893564 0.75673383 0.69566363]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', '0_bond_length_1-3')",0.5018646109768267,0.3951213133290038,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.27377984  0.43664297  0.51749173  0.68198472  0.19582799  1.09625352
  0.700154    0.52172016  0.58540139  1.0402914   0.86137975  0.68999989
 -0.04162637  0.20264004  0.17575108  0.75696175  0.72576425  0.69538188]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', '0_bond_length_3-8')",0.7511981718276767,0.6978834943621788,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.17262688  0.12016224  0.77945401  0.69942493 -0.07695516  1.166322
  0.65490251  0.43016209  0.57332467  1.03395857  0.81412133  0.74648944
  0.49636536 -0.00238599  0.18026179  1.07473529  0.35608612  0.89674391]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'aniso')",0.5553169323676636,0.4600277035893058,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.44628375 -0.00404883  0.58505356  0.77386321  0.13787706  1.08738298
  0.57601992  0.58623584  0.35724639  1.01900432  0.70852146  0.94029711
  0.287042    0.12669603  0.20138264  0.8366958   0.64432956  0.8059172 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'iso')",0.47826195366833824,0.36646094374012506,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.4165209  0.21924696 0.4938076  0.68568529 0.25508657 1.07351693
 0.63991446 0.6218072  0.47177832 1.04987219 0.79889239 0.81446161
 0.05645109 0.15007589 0.18517447 0.72340434 0.73785733 0.72224645]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_23-1', 'energy')",0.4829126762797775,0.37210824976830126,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.30406266 0.21495945 0.39022415 0.68696865 0.26372835 1.11448274
 0.73217866 0.55709499 0.5744052  1.00534438 0.84959096 0.71524327
 0.0815017  0.24344035 0.16313287 0.81162341 0.74109861 0.66671963]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'B1_B5_angle_23-1')",0.48043206235731506,0.3690960757195968,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.3085832  0.16189513 0.4497895  0.76184015 0.2016079  1.07086003
 0.64355444 0.58074107 0.4937326  1.0470616  0.77369739 0.77720558
 0.20531697 0.23655277 0.14220332 0.65919475 0.8725125  0.7294511 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'B1_3-1')",0.5002969927646406,0.39321777692849214,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37915135 0.09621082 0.5096717  0.57163778 0.27382061 1.08424787
 0.68809385 0.63828167 0.55069285 1.07500685 0.82513572 0.82995449
 0.13985857 0.19519285 0.16855724 0.52562033 0.85277996 0.7118855 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'B5_3-1')",0.5250332813923612,0.42325469883358136,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.15765287 0.10537802 0.52772864 0.7829078  0.17514841 1.03078289
 0.74376158 0.44147674 0.70951788 1.0044118  0.72915418 0.80977192
 0.11289759 0.35039267 0.20648765 0.62583498 0.96470163 0.63779277]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'L_3-1')",0.4927056824988809,0.38399975732006975,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.34177048 0.20038875 0.47348021 0.65151844 0.12336471 1.05233445
 0.61427658 0.62294904 0.45849685 1.11269808 0.75474479 0.82290489
 0.21277303 0.23339552 0.15961111 0.67720734 0.88148931 0.72239642]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'loc_B5_3-1')",0.4934945934489471,0.3849577206165786,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37334614 0.11022328 0.49465224 0.7174315  0.10101835 1.04519901
 0.63801206 0.65371704 0.4781978  1.02821015 0.75372068 0.76371708
 0.15632319 0.27265548 0.19078795 0.66755758 0.91240398 0.75862647]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'B1_B5_angle_3-1')",0.5195165927674299,0.41655586264616484,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.37087155 -0.02183771  0.48611073  0.85661191  0.04260604  1.04099449
  0.64306032  0.65526851  0.49832031  1.02038648  0.72633652  0.82382292
  0.19014971  0.37680239  0.21735999  0.68490033  0.74809965  0.75593585]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', '0_dihedral_[23, 1, 3, 8]')",0.5075339486222322,0.40200550904128196,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.24601693 0.27536864 0.4212374  0.77246448 0.15871286 1.10402495
 0.66929613 0.56655935 0.47424251 1.09147105 0.80208675 0.76544616
 0.35168508 0.14448563 0.08317107 0.71491979 0.75220535 0.72240587]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', '0_angle_[23, 1, 3]')",0.6290787380094371,0.5495956104400308,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.21131664 0.17385207 0.52738519 0.76271044 0.0267258  1.15632807
 0.64579196 0.49471021 0.49853074 1.08567201 0.7842302  0.81839876
 0.53724365 0.02259829 0.14308093 0.93217439 0.49402033 0.80103031]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', '0_dihedral_[23, 1, 2, 3]')",0.7763927195144231,0.7284768736960852,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.26791861 -0.3114046   0.90888908  0.54839026  0.00525552  1.02885792
  0.74143968  0.45204385  0.77338381  0.95797048  0.83966237  0.80017367
  0.27925877  0.10246506  0.34549234  0.85010625  0.51708278  1.00881416]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', '0_bond_length_1-2')",0.47906287314255147,0.3674334888159553,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.31026775 0.16868959 0.44438086 0.75942996 0.22037541 1.07597931
 0.65531961 0.58730154 0.50536444 1.05967279 0.78592204 0.78622561
 0.20946065 0.22755161 0.13324899 0.63873789 0.85906368 0.68880828]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', '0_bond_length_1-23')",0.48556007288802683,0.3753229456497469,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.27921346 0.2547387  0.45463571 0.73309949 0.20966547 1.09603134
 0.65885587 0.57173453 0.51242619 1.07428464 0.80084034 0.77661643
 0.22922688 0.21382824 0.09448678 0.60919517 0.87180337 0.67511739]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', '0_bond_length_1-3')",0.6698958340571979,0.5991592270694546,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.25363462 -0.22078721  0.76080686  0.45858714  0.17284717  1.09383536
  0.71959947  0.38705622  0.74418678  0.94794742  0.93948372  0.57613576
  0.12721678  0.31305325  0.28218816  0.87032095  0.83875198  0.85093559]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', '0_bond_length_3-8')",0.7430826864847813,0.6880289764458059,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.15274177  0.16239015  0.74630845  0.70394257 -0.10034589  1.17915845
  0.6454386   0.42796307  0.55589039  1.05712724  0.81783975  0.7469677
  0.59065032 -0.02055198  0.14072823  1.00451528  0.4377965   0.86723939]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'aniso')",0.49686431144662124,0.3890495210423258,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.34458993 0.24833235 0.46631778 0.7784865  0.15105482 1.10057125
 0.61787357 0.58384005 0.42211552 1.07182938 0.76415845 0.84898781
 0.2866869  0.14406544 0.12048294 0.66594898 0.80459201 0.69586631]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'iso')",0.48695179036297365,0.3770128882978965,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.39199102 0.15704313 0.47450824 0.68598396 0.22602647 1.0848246
 0.62780429 0.61264283 0.46136705 1.06768903 0.79928172 0.81659081
 0.21648969 0.14714825 0.14746542 0.64684104 0.84618366 0.7059188 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_23-1', 'energy')",0.4930300460358501,0.38439362732924653,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.2851049  0.14715809 0.37361264 0.68099812 0.23521177 1.12656601
 0.717992   0.54921374 0.56107915 1.02293194 0.85059251 0.71932319
 0.24442161 0.23520887 0.12666806 0.73794232 0.8487642  0.65301087]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', 'B1_3-1')",0.47307485236724645,0.3601623207316563,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.35048941 0.15680792 0.45468052 0.72948126 0.27943243 1.0714118
 0.69352509 0.61193815 0.54757882 1.06148753 0.818506   0.79881864
 0.09400402 0.2386629  0.16292304 0.61406029 0.79064681 0.64134538]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', 'B5_3-1')",0.5095214077938613,0.4044188523211174,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.20208774 0.13324029 0.51681984 0.77867764 0.23321198 1.03311916
 0.76697178 0.47671437 0.71961339 1.01518327 0.762938   0.81526591
 0.01952221 0.34295758 0.21644169 0.62229558 0.87567049 0.58506908]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', 'L_3-1')",0.4933441289929531,0.3847750137771574,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.35713674 0.19398638 0.47511083 0.62813284 0.12905198 1.04958218
 0.62204911 0.63788191 0.46645015 1.13060985 0.76422955 0.83727733
 0.20212842 0.23568859 0.16448622 0.66145549 0.87084427 0.68969816]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', 'loc_B5_3-1')",0.49279783919346754,0.384111661877782,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.40496314 0.08480995 0.50183467 0.70311774 0.11143138 1.03940313
 0.65928286 0.68331851 0.4987888  1.03144463 0.76994603 0.76920453
 0.11077627 0.28610215 0.20775858 0.64483913 0.89293507 0.71584343]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', 'B1_B5_angle_3-1')",0.5181033405314521,0.4148397706453347,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.38324319 -0.02855402  0.48650378  0.85961421  0.05600645  1.03921821
  0.65627923  0.66550534  0.5123827   1.02232549  0.73556898  0.83010034
  0.15838707  0.38558446  0.22585351  0.67836921  0.71840097  0.7310109 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', '0_dihedral_[23, 1, 3, 8]')",0.5072490599016012,0.4016595727376586,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.25036007 0.24918049 0.42127226 0.76995033 0.1626634  1.10307169
 0.66817787 0.56800598 0.47718353 1.09141965 0.80269496 0.76839101
 0.36271924 0.15156631 0.08334079 0.69677623 0.77376613 0.71526008]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', '0_angle_[23, 1, 3]')",0.5655491508118067,0.47245254027147954,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.22988067 0.14094841 0.48941631 0.7640633  0.05097772 1.11594785
 0.60294523 0.51681719 0.45343799 1.05972158 0.7455827  0.78650253
 0.49423122 0.12406351 0.121231   0.80064713 0.78016129 0.83922436]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', '0_dihedral_[23, 1, 2, 3]')",0.7466318790084001,0.6923387102244858,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.23422643 -0.25046838  0.84718009  0.58424884 -0.050734    1.03690764
  0.67267081  0.44222922  0.67578014  0.95825959  0.78351744  0.77970836
  0.3987028   0.11154037  0.29443361  0.85282746  0.66944346  1.0753261 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', '0_bond_length_1-2')",0.47614814596495303,0.3638941772431572,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.30714371 0.2093015  0.44168221 0.76019074 0.23128344 1.08032071
 0.66169415 0.59103522 0.50967511 1.0685862  0.79052032 0.79166782
 0.19394009 0.21349755 0.1260011  0.64228864 0.83196682 0.66500467]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', '0_bond_length_1-23')",0.4747138890633036,0.36215257957686864,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.3173797  0.22472584 0.44925882 0.73979606 0.26583924 1.08579009
 0.69153462 0.59489898 0.54570847 1.07368584 0.82390798 0.78902883
 0.13223295 0.22929047 0.1262115  0.60428904 0.80318735 0.61903422]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', '0_bond_length_1-3')",0.5411193729986805,0.44278781006982637,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.36206588 -0.01342152  0.57762304  0.61426591  0.35656246  1.07875188
  0.78623584  0.55057556  0.72043792  1.03076823  0.9428387   0.72303612
 -0.06469954  0.29196007  0.24346879  0.67907922  0.67172944  0.56452198]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', '0_bond_length_3-8')",0.7541649106046363,0.7014859628770584,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.15673741  0.06555965  0.73989597  0.6924913  -0.0853246   1.1882678
  0.65924499  0.43285638  0.57584343  1.07635665  0.84129347  0.76099175
  0.68953641 -0.02016746  0.12292682  0.92822018  0.48230747  0.80876238]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', 'aniso')",0.4958306920332356,0.38779441175464324,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.3365813  0.22459845 0.46291101 0.77517956 0.15488789 1.09666536
 0.61929576 0.58198539 0.43118442 1.06878653 0.76445044 0.83767076
 0.29215917 0.15855088 0.12064839 0.65914113 0.82789394 0.70320962]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', 'iso')",0.48211521282124703,0.37113990128294283,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.413616   0.16953755 0.47631293 0.67806461 0.25689747 1.08469105
 0.64467542 0.62523312 0.47701714 1.07224674 0.81625872 0.8250428
 0.16062793 0.14187275 0.15766468 0.64325731 0.80159286 0.67119093]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_23-1', 'energy')",0.48654144651266995,0.3765146136225278,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.30030916 0.16630566 0.37348703 0.68066489 0.26670443 1.12459528
 0.73825594 0.55969467 0.58152003 1.02498996 0.86609293 0.72396381
 0.1755709  0.23867463 0.13848865 0.73902118 0.79857686 0.61888398]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', 'B5_3-1')",0.5001835851833765,0.39308006772267146,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.19054646  0.21005715  0.50811917  0.81976947  0.19822526  1.0291687
  0.73597351  0.46760848  0.67450067  0.99936126  0.73635364  0.79174546
 -0.00397991  0.33808217  0.21554843  0.70565051  0.85214675  0.64692282]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', 'L_3-1')",0.48790440981389116,0.3781696404882965,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.35311374 0.2648301  0.48375496 0.63712936 0.12041358 1.04499312
 0.61516297 0.63233413 0.45622112 1.11458473 0.75009148 0.8259115
 0.12728578 0.2317953  0.17831778 0.71994274 0.82765683 0.73226078]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', 'loc_B5_3-1')",0.481921356934911,0.37090450484953486,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37530609 0.1840946  0.49316026 0.74163716 0.11715354 1.03943676
 0.64610501 0.65177569 0.4831367  1.01875813 0.7528252  0.75641374
 0.05424266 0.2760133  0.2064497  0.72155248 0.84011607 0.75762291]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', 'B1_B5_angle_3-1')",0.5172887975582161,0.4138506827492624,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.39670959 0.03350326 0.5086178  0.84440333 0.0458361  1.03273042
 0.65616753 0.67601732 0.51039251 1.0092847  0.72466289 0.8306942
 0.05414553 0.38556459 0.25307286 0.7284107  0.65140816 0.77417852]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', '0_dihedral_[23, 1, 3, 8]')",0.5334975854476232,0.43353278232925674,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.25076277 0.39864457 0.46068511 0.64702043 0.16091174 1.12765813
 0.70229938 0.59172324 0.4825527  1.12013616 0.83300902 0.7817519
 0.30448641 0.04944848 0.08329866 0.73709359 0.61111441 0.7732033 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', '0_angle_[23, 1, 3]')",0.6841368869465532,0.6164519341493859,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.33531268  0.04151346  0.6692833   0.3410694   0.11382487  1.18698854
  0.69788866  0.5984401   0.57541449  1.13408758  0.85650224  0.91994459
  0.47877284 -0.08149018  0.18858221  0.67692115  0.51873278  0.86401128]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', '0_dihedral_[23, 1, 2, 3]')",0.7552242839385148,0.7027723447824823,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.31601083 -0.32574986  0.88614603  0.42636489  0.06316345  1.04905462
  0.74331814  0.50799414  0.75825436  0.99440612  0.858098    0.83631521
  0.29949736  0.08650449  0.32122713  0.70131674  0.61429647  0.97958188]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', '0_bond_length_1-2')",0.4737116549036432,0.3609355809544239,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.3029524  0.30555443 0.4579028  0.74364698 0.21980949 1.07997359
 0.65300271 0.59119025 0.49676089 1.06192778 0.77569025 0.78870382
 0.12123616 0.19193569 0.13493748 0.69651647 0.78393587 0.71012296]"
